WD16CD,WD16NM,FID
S13002709,Dalry and West Kilbride,8036
S13002610,Grangemouth,8037
S13002812,Stirling East,8038
S13002558,Irvine Valley,8039
W05000066,Dyffryn Ardudwy,8040
W05000116,Caerhun,8041
S13002710,Kilbirnie and Beith,8042
S13002760,Erskine & Inchinnan,8043
S13002658,East Centre,8044
S13002813,Bannockburn,8045
S13002711,North Coast and Cumbraes,8046
W05000067,Efail-newydd/Buan,8047
W05000117,Capelulo,8048
S13002611,Denny and Banknock,8049
S13002559,Ballochmyle,8050
S13002761,Tweeddale West,8051
S13002659,Shettleston,8052
S13002814,Lomond,8053
W05000118,Colwyn,8054
W05000068,Garth,8055
S13002712,Kilsyth,8056
S13002762,Tweeddale East,8057
S13002612,"Carse, Kinnaird and Tryst",8058
W05000069,Gerlan,8059
S13002660,Baillieston,8060
W05000119,Conwy,8061
S13002815,Leven,8062
S13002560,Cumnock and New Cumnock,8063
S13002662,"North, West and Central Sutherland",8064
W05000121,Crwst,8065
S13002713,Cumbernauld North,8066
S13002613,Bonnybridge and Larbert,8067
S13002663,Thurso,8068
S13002816,Dumbarton,8069
W05000070,Glyder,8070
S13002714,Cumbernauld South,8071
W05000123,Eglwysbach,8072
S13002614,Falkirk North,8073
S13002763,Galashiels and District,8074
W05000071,Groeslon,8075
S13002664,Wick,8076
S13002817,Kilpatrick,8077
S13002561,Doon Valley,8078
W05000124,Eirias,8079
S13002715,"Abronhill, Kildrum and the Village",8080
S13002665,Landward Caithness,8081
S13002764,Selkirkshire,8082
S13002818,Clydebank Central,8083
W05000072,Harlech,8084
S13002615,Falkirk South,8085
S13002717,Coatbridge North and Glenboig,8086
W05000125,Gele,8087
S13002562,Milngavie,8088
S13002819,Clydebank Waterfront,8089
S13002765,Leaderdale and Melrose,8090
S13002666,East Sutherland and Edderton,8091
S13002718,Airdrie North,8092
W05000073,Hendre,8093
S13002616,Lower Braes,8094
S13002820,Linlithgow,8095
S13002563,Bearsden North,8096
W05000126,Glyn,8097
S13002719,Airdrie Central,8098
S13002667,"Wester Ross, Strathpeffer and Lochalsh",8099
S13002766,Mid Berwickshire,8100
W05000074,Hirael,8101
S13002821,"Broxburn, Uphall and Winchburgh",8102
S13002564,Bearsden South,8103
S13002617,Upper Braes,8104
S13002720,Coatbridge West,8105
S13002767,East Berwickshire,8106
W05000127,Gogarth,8107
S13002668,Cromarty Firth,8108
S13002822,Livingston North,8109
W05000075,Llanaelhaearn,8110
S13002565,Campsie and Kirkintilloch North,8111
S13002721,Coatbridge South,8112
W05000128,Gower,8113
S13002618,West Fife and Coastal Villages,8114
S13002768,Kelso and District,8115
S13002823,Livingston South,8116
S13002669,Tain and Easter Ross,8117
W05000076,Llanbedr,8118
S13002566,Bishopbriggs North and Torrance,8119
S13002722,Airdrie South,8120
W05000129,Kinmel Bay,8121
S13002769,Jedburgh and District,8122
W05000077,Llanbedrog,8123
S13002824,East Livingston and East Calder,8124
S13002670,Dingwall and Seaforth,8125
S13002619,Dunfermline North,8126
S13002568,Lenzie and Kirkintilloch South,8127
S13002723,Fortissat,8128
S13002770,Hawick and Denholm,8129
W05000130,Llanddulas,8130
W05000078,Llanberis,8131
S13002825,Fauldhouse and the Breich Valley,8132
S13002671,Black Isle,8133
S13002724,Thorniewood,8134
W05000131,Llandrillo yn Rhos,8135
S13002771,Hawick and Hermitage,8136
W05000079,Llandderfel,8137
S13002620,Dunfermline Central,8138
S13002569,Kirkintilloch East and Twechar,8139
S13002672,Eilean a'Chèo,8140
S13002826,Whitburn and Blackburn,8141
S13002725,Bellshill,8142
W05000132,Llangernyw,8143
S13002772,North Isles,8144
W05000080,Llanengan,8145
S13002570,Musselburgh West,8146
S13002673,Caol and Mallaig,8147
S13002827,Bathgate,8148
S13002621,Dunfermline South,8149
W05000133,Llansanffraid,8150
S13002726,Mossend and Holytown,8151
S13002773,Shetland North,8152
S13002674,Aird and Loch Ness,8153
W05000081,Llangelynin,8154
S13002571,Musselburgh East and Carberry,8155
S13002622,Rosyth,8156
S13002828,Armadale and Blackridge,8157
W05000134,Llansannan,8158
S13002774,Shetland West,8159
S13002675,Inverness West,8160
S13002727,Motherwell West,8161
W05000082,Llanllyfni,8162
S13002676,Inverness Central,8163
S13002775,Shetland Central,8164
W05000135,Llysfaen,8165
S13002728,Motherwell North,8166
S13002829,Monifieth and Sidlaw,8167
S13002572,Preston/Seton/Gosford,8168
S13002623,Inverkeithing and Dalgety Bay,8169
W05000083,Llanrug,8170
S13002677,Inverness Ness-Side,8171
W05000137,Mochdre,8172
S13002729,Motherwell South East and Ravenscraig,8173
S13002776,Shetland South,8174
S13002830,North East,8175
W05000084,Llanuwchllyn,8176
S13002678,Inverness Millburn,8177
W05000138,Mostyn,8178
S13002777,Lerwick North,8179
S13002730,Murdostoun,8180
S13002832,Strathkelvin,8181
S13002573,Fa'side,8182
S13002679,Culloden and Ardersier,8183
W05000085,Llanwnda,8184
W05000139,Pandy,8185
S13002624,The Lochs,8186
S13002731,Wishaw,8187
S13002778,Lerwick South,8188
S13002833,Bishopbriggs South,8189
S13002680,Nairn,8190
W05000086,Llanystumdwy,8191
S13002574,North Berwick Coastal,8192
S13002625,Cowdenbeath,8193
W05000140,Pant-yr-afon/Penmaenan,8194
S13002732,Kirkwall East,8195
S13002834,North East,8196
S13002681,Inverness South,8197
S13002779,Troon,8198
W05000087,Marchog,8199
S13002575,Haddington and Lammermuir,8200
S13002733,Kirkwall West and Orphir,8201
W05000143,Pentre Mawr,8202
S13002682,Badenoch and Strathspey,8203
S13002780,Prestwick,8204
W05000041,Aberdaron,8205
S13002626,Lochgelly and Cardenden,8206
W05000088,Menai (Bangor),8207
S13002734,Stromness and South Isles,8208
S13002781,Ayr North,8209
W05000144,Rhiw,8210
S13002683,Fort William and Ardnamurchan,8211
S13002576,Dunbar and East Linton,8212
W05000089,Menai (Caernarfon),8213
W05000042,Aberdovey,8214
S13002735,West Mainland,8215
S13002782,Ayr East,8216
W05000145,Towyn,8217
S13002684,Inverclyde East,8218
S13002627,"Burntisland, Kinghorn and Western Kirkcaldy",8219
W05000090,Morfa Nefyn,8220
W05000043,Abererch,8221
S13002783,Ayr West,8222
S13002736,"East Mainland, South Ronaldsay and Burray",8223
W05000146,Trefriw,8224
S13002577,"Neilston, Uplawmoor and Newton Mearns North",8225
S13002628,Kirkcaldy North,8226
W05000091,Nefyn,8227
S13002685,Inverclyde East Central,8228
W05000044,Abermaw,8229
S13002784,Kyle,8230
S13002737,North Isles,8231
W05000148,Uwch Conwy,8232
S13002629,Kirkcaldy Central,8233
S13002578,Barrhead,8234
S13002686,Inverclyde North,8235
W05000045,Abersoch,8236
W05000092,Ogwen,8237
S13002785,"Maybole, North Carrick and Coylton",8238
S13002738,Carse of Gowrie,8239
W05000149,Uwchaled,8240
S13002630,Kirkcaldy East,8241
S13002579,Giffnock and Thornliebank,8242
S13002687,Inverclyde South,8243
W05000046,Arllechwedd,8244
W05000093,Peblig (Caernarfon),8245
W05000150,Bodelwyddan,8246
S13002739,Strathmore,8247
S13002786,Girvan and South Carrick,8248
S13002688,Inverclyde West,8249
W05000094,Penisarwaun,8250
W05000047,Bala,8251
W05000151,Corwen,8252
S13002631,Glenrothes West and Kinglassie,8253
S13002580,"Netherlee, Stamperland and Williamwood",8254
S13002787,Clydesdale West,8255
S13002740,Blairgowrie and Glens,8256
S13002689,Inverclyde South West,8257
W05000095,Penrhyndeudraeth,8258
W05000048,Bethel,8259
W05000152,Denbigh Central,8260
S13002632,"Glenrothes North, Leslie and Markinch",8261
S13002788,Clydesdale North,8262
S13002581,Newton Mearns South,8263
S13002690,Penicuik,8264
S13002741,Highland,8265
W05000049,Bontnewydd,8266
W05000096,Pentir,8267
W05000153,Denbigh Lower,8268
S13002789,Clydesdale East,8269
S13002742,Strathtay,8270
S13002691,Bonnyrigg,8271
W05000097,Penygroes,8272
W05000154,Denbigh Upper/Henllan,8273
W05000050,Botwnnog,8274
S13002633,Glenrothes Central and Thornton,8275
S13002582,"Busby, Clarkston and Eaglesham",8276
W05000051,Bowydd and Rhiw,8277
W05000098,Porthmadog East,8278
W05000155,Dyserth,8279
S13002790,Clydesdale South,8280
S13002743,Strathearn,8281
S13002692,Dalkeith,8282
W05000099,Porthmadog West,8283
S13002583,Almond,8284
W05000052,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,8285
S13002634,Howe of Fife and Tay Coast,8286
S13002744,Strathallan,8287
W05000156,Efenechtyd,8288
S13002791,Avondale and Stonehouse,8289
S13002693,Midlothian West,8290
W05000053,Bryn-crug/Llanfihangel,8291
W05000100,Porthmadog-Tremadog,8292
S13002584,Pentland Hills,8293
S13002745,Kinross-shire,8294
S13002635,Tay Bridgehead,8295
W05000157,Llanarmon-yn-Ial/Llandegla,8296
W05000054,Cadnant,8297
S13002694,Midlothian East,8298
S13002792,East Kilbride South,8299
W05000101,Pwllheli North,8300
S13002585,Drum Brae/Gyle,8301
S13002746,Almond and Earn,8302
W05000158,Llanbedr Dyffryn Clwyd/Llangynhafal,8303
S13002793,East Kilbride Central South,8304
S13002695,Midlothian South,8305
W05000055,Clynnog,8306
S13002636,St Andrews,8307
S13002586,Forth,8308
S13002747,Perth City South,8309
W05000102,Pwllheli South,8310
S13002794,East Kilbride Central North,8311
W05000159,Llandrillo,8312
S13002696,Speyside Glenlivet,8313
W05000056,Corris/Mawddwy,8314
S13002748,Perth City North,8315
W05000103,Seiont,8316
S13002637,East Neuk and Landward,8317
S13002795,East Kilbride West,8318
S13002587,Inverleith,8319
W05000160,Llandyrnog,8320
W05000057,Criccieth,8321
S13002697,Keith and Cullen,8322
S13002749,Perth City Centre,8323
W05000104,Talysarn,8324
S13002638,Cupar,8325
S13002796,East Kilbride East,8326
W05000058,Cwm-y-Glo,8327
S13002588,Corstorphine/Murrayfield,8328
W05000161,Llanfair Dyffryn Clwyd/Gwyddelwern,8329
S13002750,Renfrew North,8330
W05000105,Teigl,8331
S13002698,Buckie,8332
W05000059,Deiniol,8333
S13002639,"Leven, Kennoway and Largo",8334
S13002797,Rutherglen South,8335
S13002589,Sighthill/Gorgie,8336
S13002751,Renfrew South & Gallowhill,8337
W05000106,Trawsfynydd,8338
W05000162,Llangollen,8339
S13002699,Fochabers Lhanbryde,8340
S13002640,"Buckhaven, Methil and Wemyss Villages",8341
S13002752,Paisley East & Ralston,8342
W05000107,Tregarth & Mynydd Llandygai,8343
S13002590,Colinton/Fairmilehead,8344
W05000163,Llanrhaeadr-yng-Nghinmeirch,8345
S13002798,Rutherglen Central and North,8346
W05000060,Deiniolen,8347
S13002753,Paisley North West,8348
S13002700,Heldon and Laich,8349
S13002641,Linn,8350
W05000164,Prestatyn Central,8351
W05000108,Tudweiliog,8352
W05000061,Dewi,8353
S13002799,Cambuslang West,8354
S13002754,Paisley South,8355
S13002701,Elgin City North,8356
W05000165,Prestatyn East,8357
W05000109,Tywyn,8358
W05000062,Diffwys and Maenofferen,8359
S13002800,Cambuslang East,8360
S13002591,Fountainbridge/Craiglockhart,8361
S13002642,Newlands/Auldburn,8362
S13002755,Paisley South West,8363
S13002702,Elgin City South,8364
W05000166,Prestatyn Meliden,8365
W05000110,Waunfawr,8366
S13002801,Blantyre,8367
S13002643,Greater Pollok,8368
S13002592,Meadows/Morningside,8369
S13002703,Forres,8370
W05000111,Y Felinheli,8371
W05000167,Prestatyn North,8372
S13002802,Bothwell and Uddingston,8373
S13002644,Craigton,8374
S13002593,City Centre,8375
W05000112,Abergele Pensarn,8376
W05000168,Prestatyn South West,8377
S13002704,Irvine West,8378
S13002803,Hamilton North and East,8379
S13002645,Govan,8380
S13002594,Leith Walk,8381
S13002804,Hamilton West and Earnock,8382
S13002595,Leith,8383
S13002646,Pollokshields,8384
S13002805,Hamilton South,8385
S13002596,Craigentinny/Duddingston,8386
S13002647,Langside,8387
S13002597,Southside/Newington,8388
S13002648,Southside Central,8389
S13002598,Liberton/Gilmerton,8390
S13002649,Calton,8391
S13002650,Anderston/City,8392
S13002599,Portobello/Craigmillar,8393
S13002651,Hillhead,8394
S13002600,"Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",8395
S13002652,Partick West,8396
S13002653,Garscadden/Scotstounhill,8397
S13002601,Beinn na Foghla agus Uibhist a Tuath,8398
S13002602,Na Hearadh agus Ceann a Deas nan Loch,8399
S13002603,Sgir'Uige agus Ceann a Tuath nan Loch,8400
W05000381,Llanfihangel Ystrad,8401
W05000169,Rhuddlan,8402
W05000382,Llangeitho,8403
W05000383,Llangybi,8404
W05000170,Rhyl East,8405
W05000443,Pembroke: St. Mary South,8406
W05000330,Machynlleth,8407
W05000219,Mold East,8408
W05000566,Crynant,8409
W05000444,Pembroke: St. Michael,8410
W05000384,Llanrhystyd,8411
W05000220,Mold South,8412
W05000331,Maescar/Llywel,8413
W05000567,Cwmllynfell,8414
W05000171,Rhyl South,8415
W05000494,Llangyndeyrn,8416
W05000445,Penally,8417
W05000332,Meifod,8418
W05000221,Mold West,8419
W05000385,Llansantffraed,8420
W05000278,Rossett,8421
W05000495,Llannon,8422
W05000568,Cymmer,8423
W05000172,Rhyl South East,8424
W05000447,St. David's,8425
W05000333,Montgomery,8426
W05000222,Mostyn,8427
W05000279,Ruabon,8428
W05000496,Llansteffan,8429
W05000386,Llanwenog,8430
W05000448,St. Dogmaels,8431
W05000569,Dyffryn,8432
W05000173,Rhyl South West,8433
W05000280,Smithfield,8434
W05000223,New Brighton,8435
W05000334,Nantmel,8436
W05000449,St. Ishmael's,8437
W05000497,Llanybydder,8438
W05000387,Lledrod,8439
W05000281,Stansty,8440
W05000224,Northop,8441
W05000570,Glyncorrwg,8442
W05000498,Lliedi,8443
W05000450,Saundersfoot,8444
W05000335,Newtown Central,8445
W05000174,Rhyl West,8446
W05000283,Wynnstay,8447
W05000225,Northop Hall,8448
W05000499,Llwynhendy,8449
W05000451,Scleddau,8450
W05000571,Glynneath,8451
W05000388,Melindwr,8452
W05000284,Aber-craf,8453
W05000226,Penyffordd,8454
W05000336,Newtown East,8455
W05000572,Godre'r graig,8456
W05000500,Manordeilo and Salem,8457
W05000452,Solva,8458
W05000285,Banwy,8459
W05000227,Queensferry,8460
W05000501,Pembrey,8461
W05000337,Newtown Llanllwchaiarn North,8462
W05000573,Gwaun-Cae-Gurwen,8463
W05000175,Ruthin,8464
W05000286,Beguildy,8465
W05000453,Tenby: North,8466
W05000228,Saltney Mold Junction,8467
W05000502,Penygroes,8468
W05000338,Newtown Llanllwchaiarn West,8469
W05000574,Gwynfi,8470
W05000389,New Quay,8471
W05000454,Tenby: South,8472
W05000287,Berriew,8473
W05000176,St. Asaph East,8474
W05000339,Newtown South,8475
W05000503,Pontamman,8476
W05000229,Saltney Stonebridge,8477
W05000455,The Havens,8478
W05000390,Penbryn,8479
W05000575,Lower Brynamman,8480
W05000340,Old Radnor,8481
W05000288,Blaen Hafren,8482
W05000504,Pontyberem,8483
W05000230,Sealand,8484
W05000456,Wiston,8485
W05000177,St. Asaph West,8486
W05000576,Margam,8487
W05000341,Presteigne,8488
W05000289,Bronllys,8489
W05000231,Shotton East,8490
W05000505,Quarter Bach,8491
W05000391,Pen-parc,8492
W05000457,Abergwili,8493
W05000178,Trefnant,8494
W05000577,Neath East,8495
W05000290,Builth,8496
W05000342,Rhayader,8497
W05000232,Shotton Higher,8498
W05000458,Ammanford,8499
W05000392,Tirymynach,8500
W05000179,Tremeirchion,8501
W05000291,Bwlch,8502
W05000506,St. Clears,8503
W05000578,Neath North,8504
W05000343,Rhiwcynon,8505
W05000233,Shotton West,8506
W05000459,Betws,8507
W05000292,Caersws,8508
W05000507,St. Ishmael,8509
W05000393,Trefeurig,8510
W05000180,Argoed,8511
W05000579,Neath South,8512
W05000234,Trelawnyd and Gwaenysgor,8513
W05000344,St. David Within,8514
W05000460,Bigyn,8515
W05000293,Churchstoke,8516
W05000508,Saron,8517
W05000235,Treuddyn,8518
W05000580,Onllwyn,8519
W05000345,St. John,8520
W05000294,Crickhowell,8521
W05000394,Tregaron,8522
W05000461,Burry Port,8523
W05000509,Swiss Valley,8524
W05000236,Whitford,8525
W05000581,Pelenna,8526
W05000346,St. Mary,8527
W05000395,Troedyraur,8528
W05000181,Aston,8529
W05000295,Cwm-twrch,8530
W05000510,Trelech,8531
W05000462,Bynea,8532
W05000237,Acton,8533
W05000582,Pontardawe,8534
W05000347,Talgarth,8535
W05000396,Ystwyth,8536
W05000296,Disserth and Trecoed,8537
W05000182,Bagillt East,8538
W05000511,Trimsaran,8539
W05000583,Port Talbot,8540
W05000463,Carmarthen Town North,8541
W05000238,Borras Park,8542
W05000349,Tawe-Uchaf,8543
W05000512,Tycroes,8544
W05000183,Bagillt West,8545
W05000400,Carew,8546
W05000297,Dolforwyn,8547
W05000584,Resolven,8548
W05000464,Carmarthen Town South,8549
W05000350,Trewern,8550
W05000239,Bronington,8551
W05000184,Broughton North East,8552
W05000513,Tyisha,8553
W05000298,Felin-fâch,8554
W05000585,Rhos,8555
W05000351,Welshpool Castle,8556
W05000465,Carmarthen Town West,8557
W05000241,Brynyffynnon,8558
W05000402,Clydau,8559
W05000514,Whitland,8560
W05000586,Sandfields East,8561
W05000352,Welshpool Gungrog,8562
W05000299,Forden,8563
W05000185,Broughton South,8564
W05000466,Cenarth,8565
W05000244,Cefn,8566
W05000524,Gower,8567
W05000587,Sandfields West,8568
W05000353,Welshpool Llanerchyddol,8569
W05000406,Fishguard North East,8570
W05000300,Glantwymyn,8571
W05000467,Cilycwm,8572
W05000588,Seven Sisters,8573
W05000245,Dyffryn Ceiriog/Ceiriog Valley,8574
W05000525,Gowerton,8575
W05000186,Brynford,8576
W05000301,Glasbury,8577
W05000354,Ynyscedwyn,8578
W05000407,Fishguard North West,8579
W05000589,Tai-bach,8580
W05000468,Cynwyl Elfed,8581
W05000246,Chirk North,8582
W05000355,Yscir,8583
W05000590,Tonna,8584
W05000469,Cynwyl Gaeo,8585
W05000247,Chirk South,8586
W05000408,Goodwick,8587
W05000187,Buckley Bistre East,8588
W05000356,Ystradgynlais,8589
W05000470,Dafen,8590
W05000591,Trebanos,8591
W05000249,Erddig,8592
W05000357,Aberaeron,8593
W05000471,Elli,8594
W05000592,Ystalyfera,8595
W05000250,Esclusham,8596
W05000526,Killay North,8597
W05000302,Guilsfield,8598
W05000472,Felinfoel,8599
W05000358,Aberporth,8600
W05000593,Aberkenfig,8601
W05000251,Garden Village,8602
W05000527,Killay South,8603
W05000303,Gwernyfed,8604
W05000188,Buckley Bistre West,8605
W05000409,Haverfordwest: Castle,8606
W05000359,Aberteifi/Cardigan-Mwldan,8607
W05000473,Garnant,8608
W05000594,Bettws,8609
W05000532,Lower Loughor,8610
W05000253,Grosvenor,8611
W05000304,Hay,8612
W05000360,Aberteifi/Cardigan-Rhyd-y-Fuwch,8613
W05000189,Buckley Mountain,8614
W05000410,Haverfordwest: Garth,8615
W05000474,Glanamman,8616
W05000595,Blackmill,8617
W05000533,Mawr,8618
W05000254,Gwenfro,8619
W05000361,Aberteifi/Cardigan-Teifi,8620
W05000305,Kerry,8621
W05000190,Buckley Pentrobin,8622
W05000596,Blaengarw,8623
W05000413,Haverfordwest: Priory,8624
W05000475,Glanymor,8625
W05000534,Mayals,8626
W05000362,Aberystwyth Bronglais,8627
W05000256,Gwersyllt North,8628
W05000191,Caergwrle,8629
W05000306,Knighton,8630
W05000598,Bryncethin,8631
W05000537,Newton,8632
W05000414,Hundleton,8633
W05000476,Glyn,8634
W05000363,Aberystwyth Canol/Central,8635
W05000307,Llanafanfawr,8636
W05000257,Gwersyllt West,8637
W05000599,Bryncoch,8638
W05000192,Caerwys,8639
W05000477,Gorslas,8640
W05000538,Oystermouth,8641
W05000258,Hermitage,8642
W05000308,Llanbadarn Fawr,8643
W05000415,Johnston,8644
W05000364,Aberystwyth Gogledd/North,8645
W05000478,Hendy,8646
W05000601,Caerau,8647
W05000544,Pontardulais,8648
W05000260,Johnstown,8649
W05000309,Llanbrynmair,8650
W05000193,Cilcain,8651
W05000479,Hengoed,8652
W05000365,Aberystwyth Penparcau,8653
W05000261,Little Acton,8654
W05000545,St. Thomas,8655
W05000602,Cefn Cribwr,8656
W05000417,Lampeter Velfrey,8657
W05000366,Aberystwyth Rheidol,8658
W05000310,Llandinam,8659
W05000480,Kidwelly,8660
W05000262,Llangollen Rural,8661
W05000546,Sketty,8662
W05000603,Cefn Glas,8663
W05000194,Connah's Quay Central,8664
W05000311,Llandrindod East/Llandrindod West,8665
W05000367,Beulah,8666
W05000418,Lamphey,8667
W05000481,Laugharne Township,8668
W05000604,Coity,8669
W05000263,Llay,8670
W05000548,Uplands,8671
W05000312,Llandrindod North,8672
W05000195,Connah's Quay Golftyn,8673
W05000419,Letterston,8674
W05000482,Llanboidy,8675
W05000605,Cornelly,8676
W05000368,Borth,8677
W05000550,West Cross,8678
W05000483,Llanddarog,8679
W05000313,Llandrindod South,8680
W05000264,Maesydre,8681
W05000196,Connah's Quay South,8682
W05000421,Llanrhian,8683
W05000607,Felindre,8684
W05000484,Llandeilo,8685
W05000369,Capel Dewi,8686
W05000551,Aberavon,8687
W05000314,Llandrinio,8688
W05000265,Marchwiel,8689
W05000422,Maenclochog,8690
W05000197,Connah's Quay Wepre,8691
W05000485,Llandovery,8692
W05000608,Hendre,8693
W05000370,Ceulanamaesmawr,8694
W05000266,Marford and Hoseley,8695
W05000552,Aberdulais,8696
W05000315,Llandysilio,8697
W05000198,Ewloe,8698
W05000423,Manorbier,8699
W05000486,Llandybie,8700
W05000268,New Broughton,8701
W05000609,Litchard,8702
W05000371,Ciliau Aeron,8703
W05000553,Allt-wen,8704
W05000316,Llanelwedd,8705
W05000487,Llanegwad,8706
W05000610,Llangeinor,8707
W05000269,Offa,8708
W05000372,Faenor,8709
W05000199,Ffynnongroyw,8710
W05000425,Merlin's Bridge,8711
W05000554,Baglan,8712
W05000488,Llanfihangel Aberbythych,8713
W05000317,Llanfair Caereinion,8714
W05000270,Overton,8715
W05000611,Llangewydd and Brynhyfryd,8716
W05000373,Lampeter,8717
W05000200,Flint Castle,8718
W05000555,Blaengwrach,8719
W05000426,Milford: Central,8720
W05000318,Llanfihangel,8721
W05000489,Llanfihangel-ar-Arth,8722
W05000271,Pant,8723
W05000556,Briton Ferry East,8724
W05000612,Llangynwyd,8725
W05000201,Flint Coleshill,8726
W05000374,Llanarth,8727
W05000319,Llanfyllin,8728
W05000490,Llangadog,8729
W05000427,Milford: East,8730
W05000272,Penycae,8731
W05000613,Maesteg East,8732
W05000557,Briton Ferry West,8733
W05000202,Flint Oakenholt,8734
W05000491,Llangeler,8735
W05000375,Llanbadarn Fawr-Padarn,8736
W05000320,Llangattock,8737
W05000273,Penycae and Ruabon South,8738
W05000614,Maesteg West,8739
W05000428,Milford: Hakin,8740
W05000558,Bryn and Cwmavon,8741
W05000203,Flint Trelawny,8742
W05000492,Llangennech,8743
W05000321,Llangors,8744
W05000376,Llanbadarn Fawr-Sulien,8745
W05000274,Plas Madoc,8746
W05000615,Morfa,8747
W05000559,Bryn-coch North,8748
W05000322,Llangunllo,8749
W05000493,Llangunnor,8750
W05000377,Llandyfriog,8751
W05000275,Ponciau,8752
W05000616,Nant-y-moel,8753
W05000204,Greenfield,8754
W05000429,Milford: Hubberston,8755
W05000378,Llandysilio-gogo,8756
W05000560,Bryn-coch South,8757
W05000324,Llanidloes,8758
W05000205,Gronant,8759
W05000276,Queensway,8760
W05000617,Newcastle,8761
W05000379,Llandysul Town,8762
W05000561,Cadoxton,8763
W05000430,Milford: North,8764
W05000206,Gwernaffield,8765
W05000325,Llanwddyn,8766
W05000618,Newton,8767
W05000562,Cimla,8768
W05000380,Llanfarian,8769
W05000207,Gwernymynydd,8770
W05000326,Llanrhaeadr-ym-Mochnant/Llansilin,8771
W05000563,Coedffranc Central,8772
W05000431,Milford: West,8773
W05000327,Llansantffraid,8774
W05000564,Coedffranc North,8775
W05000208,Halkyn,8776
W05000328,Llanwrtyd Wells,8777
W05000432,Narberth,8778
W05000565,Coedffranc West,8779
W05000209,Hawarden,8780
W05000329,Llanyre,8781
W05000433,Narberth Rural,8782
W05000210,Higher Kinnerton,8783
W05000211,Holywell Central,8784
W05000434,Newport,8785
W05000212,Holywell East,8786
W05000435,Neyland: East,8787
W05000213,Holywell West,8788
W05000436,Neyland: West,8789
W05000214,Hope,8790
W05000437,Pembroke Dock: Central,8791
W05000438,Pembroke Dock: Llanion,8792
W05000215,Leeswood,8793
W05000439,Pembroke Dock: Market,8794
W05000216,Llanfynydd,8795
W05000440,Pembroke Dock: Pennar,8796
W05000441,Pembroke: Monkton,8797
W05000217,Mancot,8798
W05000442,Pembroke: St. Mary North,8799
W05000218,Mold Broncoed,8800
W05000619,Nottage,8801
W05000817,Portskewett,8802
W05000620,Ogmore Vale,8803
W05000622,Pendre,8804
W05000818,Priory,8805
W05000623,Penprysg,8806
W05000819,Raglan,8807
W05000760,Georgetown,8808
W05000937,Beaufort,8809
W05000681,Penrhiwceiber,8810
W05000872,Penylan,8811
W05000761,Llanhilleth,8812
W05000624,Pen-y-fai,8813
W05000938,Blaina,8814
W05000682,Pentre,8815
W05000873,Plasnewydd,8816
W05000820,Rogiet,8817
W05000764,Sirhowy,8818
W05000683,Pen-y-graig,8819
W05000939,Brynmawr,8820
W05000625,Pontycymmer,8821
W05000765,Six Bells,8822
W05000875,Radyr,8823
W05000940,Cwm,8824
W05000684,Pen-y-waun,8825
W05000626,Porthcawl East Central,8826
W05000821,St. Arvans,8827
W05000766,Tredegar Central and West,8828
W05000876,Rhiwbina,8829
W05000941,Cwmtillery,8830
W05000686,Pontypridd Town,8831
W05000767,Abersychan,8832
W05000877,Riverside,8833
W05000942,Ebbw Vale North,8834
W05000627,Porthcawl West Central,8835
W05000822,St. Christopher's,8836
W05000768,Blaenavon,8837
W05000687,Porth,8838
W05000879,Splott,8839
W05000943,Ebbw Vale South,8840
W05000628,Pyle,8841
W05000823,St. Kingsmark,8842
W05000769,Brynwern,8843
W05000688,Rhigos,8844
W05000881,Whitchurch and Tongwynlais,8845
W05000689,Rhondda,8846
W05000889,Llanharan,8847
W05000629,Rest Bay,8848
W05000770,Coed Eva,8849
W05000944,Nantyglo,8850
W05000824,St. Mary's,8851
W05000690,Rhydfelen Central/Ilan,8852
W05000890,Llanharry,8853
W05000771,Croesyceiliog North,8854
W05000825,Severn,8855
W05000945,Rassau,8856
W05000630,Sarn,8857
W05000772,Croesyceiliog South,8858
W05000691,Taffs Well,8859
W05000891,Pont-y-clun,8860
W05000826,Shirenewton,8861
W05000946,Amroth,8862
W05000693,Ton-teg,8863
W05000631,Ynysawdre,8864
W05000773,Cwmyniscoy,8865
W05000947,Burton,8866
W05000827,The Elms,8867
W05000892,Talbot Green,8868
W05000694,Tonypandy,8869
W05000774,Fairwater,8870
W05000948,Camrose,8871
W05000828,Thornwell,8872
W05000775,Greenmeadow,8873
W05000893,Llangynidr,8874
W05000695,Tonyrefail East,8875
W05000632,Baruc,8876
W05000949,Cilgerran,8877
W05000894,Talybont-on-Usk,8878
W05000776,Llantarnam,8879
W05000829,Trellech United,8880
W05000950,Crymych,8881
W05000696,Tonyrefail West,8882
W05000633,Buttrills,8883
W05000777,Llanyrafon North,8884
W05000895,Vaynor,8885
W05000830,Usk,8886
W05000951,Dinas Cross,8887
W05000697,Trallwng,8888
W05000634,Cadoc,8889
W05000896,Brackla,8890
W05000831,West End,8891
W05000778,Llanyrafon South,8892
W05000952,East Williamston,8893
W05000698,Trealaw,8894
W05000635,Castleland,8895
W05000897,"Bryntirion, Laleston and Merthyr Mawr",8896
W05000898,Coychurch Lower,8897
W05000953,Haverfordwest: Portfield,8898
W05000832,Wyesham,8899
W05000636,Cornerswell,8900
